Name,RA,DECL,Equinox,Vmag,Sp.Type,"dist (pc)",star_id,star_id_str
HIP69483,"14 13 29.1","51 47 23",2000,4.53,A8IV,47.50,991,star991
HIP69526,"14 13 56.5","30 13  4",2000,8.03,K5,17.30,992,star992
HIP69562,"14 14 21.1","-15 21 24",2000,10.30,K4V,26.40,993,star993
HIP69673,"14 15 38.4","19 10 24",2000,0.00,K2IIIp,11.20,994,star994
HIP69671,"14 15 38.8","-45  0  4",2000,6.31,F9V,21.00,995,star995
HIP69713,"14 16 9.67","51 22  3",2000,4.75,A9V,29.80,996,star996
HIP69732,"14 16 22.7","46  5 20",2000,4.18,A0sh,29.70,997,star997
HIP69824,"14 17 24.4","45 26 39",2000,10.10,M0,18.60,998,star998
HIP69896,"14 18 13.7","-81  0 29",2000,4.89,A2m...,42.80,999,star999
HIP69962,"14 18 58.2","-6 36 19",2000,9.10,K7V,21.50,1000,star1000
